address,authors,authors_original,booktitle,date,editor,editors_original,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
,fahlman scott ,fahlman scott ,,1988 ,,,160,department of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
,fahlman scott ,fahlman scott ,,1988 ,,,161,department of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
,fahlman scott ,fahlman scott ,,1988 ,,,162,department of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa usa ,s e fahlman ,s e fahlman ,,1988 ,,,163,computer science department carnegie mellon ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
,fahlman s e ,fahlman s e ,in proceedings of the 1988 connectionist models summer school ,1988 ,,,164,,,,,,morgan kaufmann ,,an empirical study of learning speed in back propagation networks ,,,
,fahlman s e ,fahlman s e ,in proceedings of the 1988 connectionist models summer school ,1988 ,,,165,,,,,,morgan kaufmann ,,an empirical study of learning speed in back propagation networks ,,,
,scott e fahlman ,scott e fahlman ,,1988 ,,,166,cmu department of computer science ,,,,,,technical report cmu cs 88 162 ,an empirical strudy of learning speed in back propagation networks ,,,
,s fahlman ,s fahlman ,,1988 ,,,167,carnegie mellon university ,,,,,,technical report ,an empirical study of learning speed in back propagation networks ,,,
pa ,s e fahlman ,s e fahlman ,, 1988 ,,,168,school of computer science carnegie mellon university pitts burgh ,,,,,,tech nical report cmu cs 88 162 ,an empirical study of learning speed in backpropagation networks ,,,
,s e fahlman ,s e fahlman ,,1988 ,,,169,cmu cs 88 162 computer science department carnegie mellon university pitts burgh ,,,,,,tech rep ,an empirical study of learning speed in back propagation networks ,,,
,s e fahlman ,s e fahlman ,,1988 ,,,170,carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh usa,s e fahlman ,s e fahlman ,, 1998 ,,,171,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in backpropagation networks ,,,
pittsburgh pa ,scott e fahlman ,scott e fahlman ,,1988 ,,,172,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
,s e fahlman ,s e fahlman ,,1988 ,,,173,cmu cs tr 88 162 carnegie mellon university ,,,,,,technical report ,an empirical study of learning speed in back propagation networks ,,,
,s e fahlman ,s e fahlman ,,1988 ,,,174,cmu cs tr 88 162 carnegie mellon university ,,,,,,technical report ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa 15213 ,scott e fahlman ,scott e fahlman ,,1988 ,,,175,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa ,scott e fahlman ,scott e fahlman ,,1988 ,,,176,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa ,fahlman s ,fahlman s ,,1988 ,,,177,carnegie mellon university ,,,,,,cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
,s e fahlman ,s e fahlman ,,1988 ,,,178,,,,,,,technical report cmu cs 88 162 carnegie mellon universtity technical report ,an empirical study of learning speed in back propagation networks ,,,
,s e fahlman ,s e fahlman ,,1988 ,,,179,,,,,,,tech report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa ,fahlman s e ,fahlman s e ,,1988 ,,,180,carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in backpropagation networks ,,,
,s fahlman ,s fahlman ,,1988 ,,,181,,,,,,,cmu tech report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
,s e fahlman ,s e fahlman ,, 1988 ,,,182,carnegie mellon computer science rpt ,,,,,,cmu cs 88 162,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa ,fahlman s e ,fahlman s e ,,1988 ,,,183,carnegie mellon university ,,,,,,report cmu cs 88 182 ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa ,s e fahlman ,s e fahlman ,,1988 ,,,184,carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in backpropagation networks ,,,
pittsburgh pa ,scott e fahlman ,scott e fahlman ,,1988 ,,,185,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
,s e fahlman ,s e fahlman ,,1988 ,,,186,,,,,,,cmu cs 88 162 ,of learning speed in back propagation networks ,,,
pittsburgh pa ,fahlman scott e ,fahlman scott e ,,1988 ,,,187,computer science department carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in back propagation networks ,,,
pittsburgh pa ,fahlman scott e ,fahlman scott e ,,1988 ,,,188,carnegie mellon university computer science department,,,,,,,an empirical study of learnin g speed in backpropagation networks technical report cmu cs 88 162 ,,,
,scott fahlman ,scott fahlman ,,1988 ,,,189,department of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in backpropagation networks ,,,
,scott fahlman ,scott fahlman ,,1988 ,,,190,department of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in backpropagation networks ,,,
,scott fahlman ,scott fahlman ,,1988 ,,,191,department of computer science carnegie mellon university ,,,,,,technical report cmu cs 88 162 ,an empirical study of learning speed in backpropagation networks ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,,1991 ,,,192,carnegie mellon university ,,,,,, technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1991 ,,,193,carnegie mellon university ,,,,,, technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1991 ,,,194,carnegie mellon university ,,,,,, technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,fahlman s e lebiere c ,fahlman s e lebiere c ,, 1990 ,,,195,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architec ture ,,,
pittsburgh pa 15213 ,fahlman s e lebiere c ,fahlman s e lebiere c ,, 1990 ,,,196,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,fahlman s e and lebiere c ,fahlman s e and lebiere c ,, 1990 ,,,197,carnegie mellon universtity ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,, 1990 ,,,198,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,, 1990 ,,,199,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,, 1990 ,,,200,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,, 1990 ,,,201,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e lebiere c ,fahlman s e lebiere c ,, 1989 ,,,202,carnegie mellon university computer science department ,,,,,,technical rep cmu cs 90 100 ,cascade correlation learning architecture,,,
pittsburgh pa ,fahlman s e lebiere c ,fahlman s e lebiere c ,, 1989 ,,,203,carnegie mellon university computer science department ,,,,,,technical rep cmu cs 90 100 ,cascade correlation learning architecture,,,
pittsburgh pa ,fahlman s e lebiere c ,fahlman s e lebiere c ,, 1989 ,,,204,carnegie mellon university computer science department ,,,,,,tech rep cmu cs 90 100 ,cascade correlation learning architecture,,,
pittsburgh ,fahlman s and lebiere c ,fahlman s and lebiere c ,, 1990 ,,,205,carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh ,fahlman s and lebiere c ,fahlman s and lebiere c ,, 1990 ,,,206,carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pitts burgh pa,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1990 ,,,207,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,fahlman s e lebiere c ,fahlman s e lebiere c ,,1990 ,,,208,carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,fahlman s and lebiere c ,fahlman s and lebiere c ,, 1990 ,,,209,school of computer science carnegie mellon university ,,,,,,cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1990 ,,,210,school of computer science carnegie mellon university ,,,,,,tech rep cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1990 ,,,211,carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1990,,,212,,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,fahlman s and lebiere c ,fahlman s and lebiere c ,, 1990 ,,,213,school of computer science carnegie mellon university ,,,,,,cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,scott e fahlman and christian lebiere ,scott e fahlman and christian lebiere ,,1990 ,,,214,carnegie mellon university school of computer science ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,,1990 ,,,215,school of computer science carnegie mellon university ,,,,,,tech rep cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,,1990 ,,,216,school of computer science carnegie mellon university ,,,,,,tech rep cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,,1990 ,,,217,school of computer science carnegie mellon university ,,,,,,tech rep cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,,1990 ,,,218,school of computer science carnegie mellon university ,,,,,,tech rep cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,,1990 ,,,219,school of computer science carnegie mellon university ,,,,,,tech rep cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1990 ,,,220,carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1991 ,,,221,carnegie mellon university ,,,,,,technical report cmu cs tr 91 100 ,the cascade correlation learning architecture ,,,
,s e fahlman and c lebiere ,s e fahlman and c lebiere ,,1991 ,,,222,carnegie mellon university ,,,,,,technical report cmu cs tr 91 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s lebiere c ,fahlman s lebiere c ,,1991 ,,,223,carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,s fahlman and c lebiere ,s fahlman and c lebiere ,,1990 ,,,224,carnegie mellon university school of computer science ,,,,,,tech report cmu cs 90 100 ,the casade correlation learning architecture ,,,
,s e fahlman and c lebiere ,s e fahlman and c lebiere ,, 1990 ,,,225,carnegie mellon computer science,,,,,,rpt cmu cs 90 100,the cascade correlation learning architecture ,,,
pittsburgh pa ,fahlman s e and lebiere c ,fahlman s e and lebiere c ,, 1990 ,,,226,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,fahlman s and lebiere c ,fahlman s and lebiere c ,,1990,,,227,,,,,,,carnegie mellon report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,fahlman s and lebiere c ,fahlman s and lebiere c ,, 1990 ,,,228,school of computer science carnegie mellon university ,,,,,,cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,scott e fahlman and christian lebiere ,scott e fahlman and christian lebiere ,,1990 ,,,229,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,s e fahlman and christian lebiere ,s e fahlman and christian lebiere ,,1990 ,,,230,school of computer science carnegie mellon university ,,,,,,technical report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
,s fahlman and c lebiere ,s fahlman and c lebiere ,,1990 ,,,231,,,,,,,cmu tech report cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,fahlman s and lebiere c ,fahlman s and lebiere c ,, 1990 ,,,232,school of computer science carnegie mellon university ,,,,,,cmu cs 90 100 ,the cascade correlation learning architecture ,,,
pittsburgh pa 15213 ,fahlman s and lebiere c ,fahlman s and lebiere c ,, 1990 ,,,233,school of computer science carnegie mellon university ,,,,,,cmu cs 90 100 ,the cascade correlation learning architecture ,,,
