col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,3342894000,Immunization for pneumonia,34,328,The hospital indicated that the data submitted for this measure were based on a sample of cases
10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,MOBILE,2514354700,Immunization for influenza,88,320,The hospital indicated that the data submitted for this measure were based on a sample of cases
10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,MOBILE,2514354700,Immunization for pneumonia,92,607,The hospital indicated that the data submitted for this measure were based on a sample of cases
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,2054817000,Immunization for influenza,95,298,The hospital indicated that the data submitted for this measure were based on a sample of cases
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,2054817000,Immunization for pneumonia,98,573,The hospital indicated that the data submitted for this measure were based on a sample of cases
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,3344184100,Immunization for influenza,97,270,The hospital indicated that the data submitted for this measure were based on a sample of cases
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,3344184100,Immunization for pneumonia,99,477,The hospital indicated that the data submitted for this measure were based on a sample of cases
10120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE BOX 886,MONROEVILLE,AL,36460,MONROE,2515753111,Immunization for influenza,77,132,The hospital indicated that the data submitted for this measure were based on a sample of cases
10120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE BOX 886,MONROEVILLE,AL,36460,MONROE,2515753111,Immunization for pneumonia,87,214,The hospital indicated that the data submitted for this measure were based on a sample of cases
10125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E     POST OFFICE BOX 780,HALEYVILLE,AL,35565,WINSTON,2054857117,Immunization for influenza,100,154,The hospital indicated that the data submitted for this measure were based on a sample of cases
10125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E     POST OFFICE BOX 780,HALEYVILLE,AL,35565,WINSTON,2054857117,Immunization for pneumonia,98,349,The hospital indicated that the data submitted for this measure were based on a sample of cases
10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,3346705000,Immunization for influenza,86,155,The hospital indicated that the data submitted for this measure were based on a sample of cases
10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,3346705000,Immunization for pneumonia,93,375,The hospital indicated that the data submitted for this measure were based on a sample of cases
10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,2512469021,Immunization for influenza,84,120,No data are available from the hospital for this measure
10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,2512469021,Immunization for pneumonia,88,192,Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure
10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,2519375521,Immunization for influenza,68,134,The hospital indicated that the data submitted for this measure were based on a sample of cases
10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,2519375521,Immunization for pneumonia,66,234,The hospital indicated that the data submitted for this measure were based on a sample of cases
10130,ST VINCENT-S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,SAINT CLAIR,2053383301,Immunization for influenza,84,150,The hospital indicated that the data submitted for this measure were based on a sample of cases
10130,ST VINCENT-S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,SAINT CLAIR,2053383301,Immunization for pneumonia,94,323,The hospital indicated that the data submitted for this measure were based on a sample of cases
10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,2568823100,Immunization for influenza,99,305,The hospital indicated that the data submitted for this measure were based on a sample of cases
10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,2568823100,Immunization for pneumonia,98,538,The hospital indicated that the data submitted for this measure were based on a sample of cases
10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,2053925263,Immunization for influenza,6,106,The hospital indicated that the data submitted for this measure were based on a sample of cases
10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,2053925263,Immunization for pneumonia,13,236,The hospital indicated that the data submitted for this measure were based on a sample of cases
10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,Immunization for influenza,77,291,The hospital indicated that the data submitted for this measure were based on a sample of cases
10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,Immunization for pneumonia,84,387,The hospital indicated that the data submitted for this measure were based on a sample of cases
10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,2513449630,Immunization for influenza,96,289,The hospital indicated that the data submitted for this measure were based on a sample of cases
10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,2513449630,Immunization for pneumonia,92,539,The hospital indicated that the data submitted for this measure were based on a sample of cases
10146,JACKSONVILLE MEDICAL CENTER,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,CALHOUN,2567824538,Immunization for influenza,62,146,The hospital indicated that the data submitted for this measure were based on a sample of cases
10146,JACKSONVILLE MEDICAL CENTER,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,CALHOUN,2567824538,Immunization for pneumonia,72,158,The hospital indicated that the data submitted for this measure were based on a sample of cases
10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,2515782480,Immunization for influenza,59,159,The hospital indicated that the data submitted for this measure were based on a sample of cases
10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,2515782480,Immunization for pneumonia,61,330,The hospital indicated that the data submitted for this measure were based on a sample of cases
10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,Immunization for influenza,94,235,The hospital indicated that the data submitted for this measure were based on a sample of cases
10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,Immunization for pneumonia,88,265,The hospital indicated that the data submitted for this measure were based on a sample of cases
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,3343822200,Immunization for influenza,100,159,The hospital indicated that the data submitted for this measure were based on a sample of cases
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,3343822200,Immunization for pneumonia,100,351,The hospital indicated that the data submitted for this measure were based on a sample of cases
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,Immunization for influenza,96,146,The hospital indicated that the data submitted for this measure were based on a sample of cases
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,Immunization for pneumonia,96,330,The hospital indicated that the data submitted for this measure were based on a sample of cases
10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,Immunization for influenza,99,154,The hospital indicated that the data submitted for this measure were based on a sample of cases
10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,Immunization for pneumonia,100,318,The hospital indicated that the data submitted for this measure were based on a sample of cases
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,Immunization for influenza,100,208,The hospital indicated that the data submitted for this measure were based on a sample of cases
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,Immunization for pneumonia,100,352,The hospital indicated that the data submitted for this measure were based on a sample of cases
10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,3347323000,Immunization for influenza,76,70,The hospital indicated that the data submitted for this measure were based on a sample of cases
10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,3347323000,Immunization for pneumonia,76,319,The hospital indicated that the data submitted for this measure were based on a sample of cases
10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,2513682500,Immunization for influenza,91,157,The hospital indicated that the data submitted for this measure were based on a sample of cases
10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,2513682500,Immunization for pneumonia,95,406,The hospital indicated that the data submitted for this measure were based on a sample of cases
11300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,2518472223,Immunization for influenza,62,60,The hospital indicated that the data submitted for this measure were based on a sample of cases
11300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,2518472223,Immunization for pneumonia,57,129,The hospital indicated that the data submitted for this measure were based on a sample of cases
11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,2563569532,Immunization for influenza,100,32,The hospital indicated that the data submitted for this measure were based on a sample of cases
11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,2563569532,Immunization for pneumonia,95,65,The hospital indicated that the data submitted for this measure were based on a sample of cases
11304,CHOCTAW GENERAL HOSPITAL,401 VANITY FAIR LANE PO BOX 618,BUTLER,AL,36904,CHOCTAW,2054599100,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
11304,CHOCTAW GENERAL HOSPITAL,401 VANITY FAIR LANE PO BOX 618,BUTLER,AL,36904,CHOCTAW,2054599100,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
13301,UNIV OF S AL CHILDREN-S & WOMEN-S HOS,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,2514151000,Immunization for influenza,Not Available,Not Available,No data are available from the hospital for this measure
13301,UNIV OF S AL CHILDREN-S & WOMEN-S HOS,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,2514151000,Immunization for pneumonia,Not Available,Not Available,No data are available from the hospital for this measure
20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,ANCHORAGE,9072613675,Immunization for influenza,75,270,The hospital indicated that the data submitted for this measure were based on a sample of cases
20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,ANCHORAGE,9072613675,Immunization for pneumonia,79,356,The hospital indicated that the data submitted for this measure were based on a sample of cases
20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA SUSITNA,9077468600,Immunization for influenza,72,236,The hospital indicated that the data submitted for this measure were based on a sample of cases
20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA SUSITNA,9077468600,Immunization for pneumonia,93,357,The hospital indicated that the data submitted for this measure were based on a sample of cases
20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,9077968900,Immunization for influenza,87,150,The hospital indicated that the data submitted for this measure were based on a sample of cases
20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,9077968900,Immunization for pneumonia,87,164,The hospital indicated that the data submitted for this measure were based on a sample of cases
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,Immunization for influenza,86,244,The hospital indicated that the data submitted for this measure were based on a sample of cases
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,Immunization for pneumonia,85,253,The hospital indicated that the data submitted for this measure were based on a sample of cases
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Immunization for influenza,98,266,The hospital indicated that the data submitted for this measure were based on a sample of cases
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Immunization for pneumonia,91,411,The hospital indicated that the data submitted for this measure were based on a sample of cases
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,9075436300,Immunization for influenza,68,138,The hospital indicated that the data submitted for this measure were based on a sample of cases
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,9075436300,Immunization for pneumonia,94,154,The hospital indicated that the data submitted for this measure were based on a sample of cases
20024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,9072624404,Immunization for influenza,98,130,The hospital indicated that the data submitted for this measure were based on a sample of cases
20024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,9072624404,Immunization for pneumonia,96,169,The hospital indicated that the data submitted for this measure were based on a sample of cases
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,9075632662,Immunization for influenza,56,284,The hospital indicated that the data submitted for this measure were based on a sample of cases
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,9075632662,Immunization for pneumonia,77,282,The hospital indicated that the data submitted for this measure were based on a sample of cases
20027,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,SITKA,9079662411,Immunization for influenza,63,144,The hospital indicated that the data submitted for this measure were based on a sample of cases
20027,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,SITKA,9079662411,Immunization for pneumonia,77,230,The hospital indicated that the data submitted for this measure were based on a sample of cases
